AED1,PI,IA,MD,AL,Disciplinas Trancadas,Total de Os,Faltas,CR,Class
8.016321697225582,5.955628312287465,5.237055632280747,8.64754741162613,6.1145105751917885,2,3,3,2.6920844884014694,0
6.500318907085265,7.599960113110531,8.05122922140027,4.1530033925624394,3.670758955973431,2,0,3,3.4992673989654297,1
6.6236449426252895,10.0,5.3986097902952705,9.207388666685961,5.482103698659628,3,0,1,3.750722986951926,1
5.362380400598825,5.620708511942589,5.749885623061215,10.0,8.708297137751192,3,0,0,3.0624751947536377,1
10.0,9.106729239223956,6.445937426088626,10.0,10.0,3,0,2,4.0,1
2.9496620831502245,0.4156338592580644,0.0,0.0,1.8448977582345538,5,2,2,0.020632658515445657,0
7.912950655758354,4.189679387073163,3.6943401396892748,5.516005221541892,3.4318307887076553,5,1,1,1.7637664351621334,0
9.054698887288035,10.0,8.027384198328537,8.356944598013799,8.13198777650764,1,1,2,3.0900998375346114,1
7.496117677137246,7.911078917630319,9.155320401229789,5.091767314983498,10.0,0,0,3,3.2366493253053292,1
7.509844168207609,9.35103661739376,10.0,8.84551848958045,7.236819865695549,2,1,3,3.293759163230367,1
8.437042110894808,6.997792440957782,6.970776819607035,7.624745216105886,4.287298995964122,5,1,5,2.824701613150757,0
10.0,6.856397892356165,8.607190090538644,7.666074080341775,6.900798157310101,0,0,1,3.3932524436722837,1
9.501274644256451,10.0,7.263698420067161,6.856414095214672,8.020413978972972,2,1,1,3.3116651138956925,1
10.0,9.95007804127939,10.0,10.0,8.404802248484955,3,0,2,3.644166178077695,0
8.240743432052923,10.0,9.45919962239562,9.14307092376924,7.291862166162629,0,0,1,3.8815961632698164,1
5.089615438007311,7.427022208341689,8.376578553995214,7.144207647548683,6.708478820249213,2,1,1,3.937279395634949,1
2.0115101625646163,3.79590299537143,6.640591524503929,3.4145034713525444,7.1606141861424915,5,2,0,1.4614541087508717,0
6.807682830393623,6.863104622989637,3.930697082847249,7.8768073595718775,4.469429645611795,2,3,5,2.9081381613430533,0
5.760293190606108,5.550357714336882,7.708607519345931,9.299201639969052,7.407270781209579,2,0,3,2.5802266984773468,1
9.11970141402611,4.438633457234207,7.493520221456506,3.4893750950972233,5.0792532701099535,5,2,3,3.1266166049052644,0
7.954781567207263,8.574107369721169,6.292459878865174,7.944272798533945,9.430125939322203,3,0,0,3.3241525146122717,1
5.010935207422483,5.752037674193909,7.906543984534036,6.306448134458939,10.0,2,1,1,2.3674322894927466,1
6.449693839791911,8.045274246071648,10.0,9.107640891935166,10.0,0,1,2,3.078031258285028,1
10.0,10.0,7.112539223244752,10.0,8.981784766994188,3,1,1,3.84744060614187,1
3.7392795895167517,5.726861120623782,6.10239095011527,2.5203096840697974,5.861119569547831,4,3,3,1.9112491402568277,0
5.070569370433489,5.514402398821904,3.9997455563372126,7.504812542678257,8.764695384730306,2,1,0,2.235615860705079,1
6.34119406905255,8.556582628314235,7.939598463768101,8.61077820415345,8.467335734078553,2,1,2,2.830042582256029,1
6.805191241926764,10.0,8.51145208303959,6.8859528461338915,8.64087452344606,0,1,0,3.0071293146557156,1
9.540653884007767,8.173649640433313,6.236581846502382,5.616210004148932,6.293649539589195,3,0,3,3.014477261437237,1
9.887982214186877,7.000715774232589,6.4980818108995475,7.225953739966349,5.883417882991271,2,0,3,3.352337898379537,1
2.477658715619199,5.829732654985877,3.067174965005857,6.055908030983375,3.8778141011849403,4,3,5,2.391726892085909,0
7.122679764110149,9.886644982591436,10.0,7.964051164507957,8.050238092371917,2,0,3,3.4472595173771086,1
7.441817644084378,6.095898720060278,6.827766189560787,8.112413571739625,7.5254849439599445,5,0,3,3.027453758645883,0
0.0,0.7225668268289871,0.0,2.4260107122924213,0.6268134876531852,3,0,2,0.0,0
5.341211022576848,6.553406769008655,3.764118004832188,4.466828011552087,5.384934791221376,2,3,3,3.3254738723249755,0
7.391640737841429,6.193845165422742,3.4882785889899157,4.2077909763884485,5.613321843827688,3,2,5,2.7190590397472696,0
8.015283618673495,5.744932033413084,7.87103035946776,9.24132267327386,8.39098495750748,0,0,2,3.3817752874958575,1
8.094338073151064,8.177478291709118,7.5072822520417,10.0,7.554468594991138,2,0,1,3.5275047206760313,0
6.6103863015683135,3.7512315008230592,4.46721119290435,4.569623353263954,8.755366554918364,2,1,0,2.7422174490511297,0
10.0,6.409337484049836,10.0,5.917747031727582,5.973346428608529,3,1,2,3.3857898692085713,0
8.062016267254503,5.797751439928847,8.858504260632598,10.0,5.958985236314927,3,0,1,3.21427300232029,1
7.390008573189993,4.410809528241931,8.35630746234827,8.340177783430594,5.7841287341815955,3,0,0,2.9931884376549682,1
9.656999046742886,7.894733843103208,9.594914339712695,7.8084901814103835,7.026636614565079,3,3,1,3.9097735458666403,0
8.953276769609143,10.0,5.5737196687907495,8.124339091961753,10.0,0,1,3,3.5296675656945586,1
1.7003198471336392,0.0,0.0,1.2979321922667895,0.9164222696835136,5,3,5,0.2275153483160053,0
0.0,3.6546419453204413,4.35211904535766,4.545245818221427,3.901438245938789,5,0,4,1.6137221631467096,0
3.6051308076592465,0.7808086558563145,4.81263938374059,5.905064193293322,3.3135237790302865,4,1,5,1.3324369169994266,0
6.46254566586819,3.9522682871960626,2.5027704677275464,6.075592119287617,2.0772201181708327,2,0,0,1.6482170698233218,0
5.012773602139326,7.512299104309637,8.719374816985184,7.936180343785126,6.455747232304006,2,1,0,2.7501272221753963,1
2.9650695207218294,4.953086281662678,4.01705140275992,5.5754524068568285,4.563743895751871,2,2,4,1.6741911794443558,0
10.0,10.0,9.155465209396652,10.0,10.0,4,1,5,3.497593082183961,0
6.789553000370116,9.068409522342096,10.0,6.774870885653672,7.690559523958878,5,1,2,2.9993413824057003,0
9.797251716168379,9.955346283236807,8.15858390469356,4.5414641588305305,5.248456000497859,1,1,2,2.962129324561334,1
6.767847053961558,7.585480445251881,6.8989024201622975,7.002654267417468,8.19160862115331,4,0,1,2.6779994348891183,0
7.773749554429948,5.947842263124685,5.3051412012221695,4.293702420945323,4.988055731035853,5,0,0,2.0996074965209877,0
1.8230497497563514,0.0,0.0,2.0159035694535437,0.0,3,3,2,0.4174828950831065,0
3.0075486345392264,3.2070036820511296,7.364164464524539,5.563116493838621,3.4785490944422475,3,1,3,2.2870442925903665,1
5.569958608204416,6.324496513372323,6.433342953157988,7.90444190408819,10.0,2,3,5,2.6562309902020766,0
5.677700306362534,8.82257133112626,7.597235385429684,5.992409866075724,8.661852322009466,2,0,3,3.348301790075867,1
0.0,0.0,0.24900535605949115,0.0,0.2365750388930401,2,0,2,0.0,0
4.730125927010583,7.516316583152388,9.124183828584371,10.0,10.0,1,1,1,3.4364267435519333,1
9.023366533628334,9.661396513684743,8.495323800210691,8.970574053264578,6.083506333195689,2,0,0,3.9845904821367975,1
10.0,10.0,5.970215409308046,7.819300735162388,9.973437785705439,2,0,1,4.0,1
0.1421225397957948,1.2097951194472358,1.0323868291624905,0.8118333420152659,0.0,3,2,5,0.953430604026734,0
10.0,5.609964472302385,9.045380016303339,9.766739827325505,9.800770098771288,3,0,2,3.6071883128228905,1
5.811324636790463,6.727612510805383,7.107710222473064,7.291394808723038,8.86469546265715,3,0,1,2.7174328185299523,1
7.380325742304652,10.0,9.581760865727242,10.0,6.457404730198748,1,0,3,3.4328563996471195,1
6.334958092486074,5.031854854305396,4.097514042149396,4.469541133511666,5.737584892117548,0,1,3,2.1885214444163226,1
6.938616135605166,4.671406191843292,6.467870258106297,3.8436718857522045,6.157696113051232,3,3,2,2.9530283646459834,0
7.681089390567229,5.426633007770958,10.0,8.35020269089788,10.0,2,0,3,3.376037546773978,1
2.8440393269419597,4.978916290898585,6.014198638421554,4.303029602867939,3.3551681332392373,3,0,1,1.960989107162298,0
7.14248401067141,5.28819432640767,9.294933515706196,9.884777722870684,5.145094139342298,5,2,2,1.9557348742189284,0
1.598549467718275,2.6188579767556135,0.6947026543476431,1.4564002951225659,0.0,5,2,3,0.4389746015349304,0
8.53328855091749,6.42422050041942,9.156159217307113,8.533711323415535,4.370456786690239,4,2,2,3.364591673161129,0
10.0,5.714980610032963,9.138300961933226,8.932713786401683,6.150585931311699,1,0,0,3.603443495783959,1
8.103329124311532,5.0596345657567365,7.697542066216822,6.099856366790087,4.539279586934391,2,1,4,2.2146639380408324,0
5.247517916164582,6.011206594527518,7.519529953387797,7.417368757742649,7.417325902481489,5,2,2,2.3952662389007813,0
9.535964558426969,8.21636253689199,4.428966574868467,5.627963394766768,8.121159504906347,2,1,1,3.357206866343758,1
7.694880847200126,7.559589006250286,8.210846021538758,5.329761730764043,6.524547565375639,1,1,0,2.389194558150164,1
8.244779325874564,7.599621212136779,8.916115375963349,5.264894914698733,7.83359904425567,2,2,5,4.0,0
3.085277284832106,4.290021709358159,2.507054076582752,4.378712408391583,5.6215947369445605,4,2,3,2.2795292385709174,0
8.00347645463708,7.6717936474998645,7.644700393127463,7.781074261049244,6.538994355093003,0,0,0,3.1430684851789206,1
9.213530065182294,7.132913940489104,8.037665284849147,8.71923993075864,8.325910977775631,4,0,1,3.7091171524061144,0
5.823665344183672,2.723235985820523,7.840468668830051,8.226145743108397,5.013697103184129,4,0,5,2.503377481375924,0
7.176488438161879,10.0,9.462141370167313,8.696538786247906,9.758990357325569,1,1,0,3.510867144812558,1
4.0514555744657965,2.080920816696396,4.874503029938408,1.2820633195619366,6.040129004844503,3,0,0,2.09390122945848,1
10.0,7.254867726371163,7.3658865320305,5.115684035763741,9.51549119439472,2,0,2,2.682825053772749,1
1.471223376811877,0.0,1.0593391775195435,0.0,0.0,5,0,5,0.3879710988734029,0
6.7030321407287055,6.892964105299859,6.682041701826602,6.780125718302993,9.980722743537997,1,1,2,3.4905690091685306,1
5.689877049381436,9.705167361305392,8.786292675413257,9.63755155666097,7.312026844956926,2,0,1,3.2861316865460033,1
8.947265772962332,9.850964491186371,9.520061385856682,8.550011556198719,6.870621991394625,5,1,5,3.529111642967523,0
9.197516906447511,6.698074397758395,6.929441182419605,10.0,10.0,2,0,1,3.701971729886356,0
0.6082916298991607,2.430483281262944,0.0,0.0,0.0,5,1,2,0.0,0
7.299117459058241,9.996192850427477,10.0,9.169684597229654,9.736158469926117,2,1,1,4.0,1
10.0,9.373030815365336,9.195958872802377,7.844156594290222,10.0,1,0,2,4.0,1
10.0,7.7226569500947555,10.0,6.487212496832753,7.3295280949879835,0,0,2,3.6077337282953943,1
9.957873152083094,6.310544292308483,6.563061474933333,6.72224377041296,10.0,3,1,1,3.235278520917378,1
9.164407242635408,6.1093937225767245,9.918363799347294,9.992137669010567,9.370149944742675,0,1,3,4.0,1
7.2387077435629745,9.981978306667706,10.0,8.176036693949175,10.0,2,2,1,3.4780672505384835,0
10.0,5.492924903685971,8.692095274531553,7.14215939700634,5.270393855519817,2,1,3,3.6531479930216566,1
10.0,8.58815536057323,10.0,8.261572680599507,9.845144637995586,2,0,0,3.6595934168259827,1
8.704887851343537,6.719532688287719,9.81633783579137,5.275041365960154,7.6960215891378,2,0,1,2.268880496420059,1
6.1956271067565405,9.48893111538417,6.68737314339401,10.0,8.778496845851851,4,2,5,3.1636988998412483,0
5.883121438414191,8.812939594727968,6.972496846074359,8.122957820348258,10.0,2,0,0,3.377654444438733,1
6.281074182810862,9.952017007550289,6.205243295893972,10.0,7.675408938813243,3,0,0,3.2952115436825236,1
9.857212737095411,6.451474686394961,10.0,8.420742544983293,8.439936907756495,3,1,3,3.3617423338920314,1
10.0,6.222998304875868,5.982199036324438,9.455980891740388,7.947625679830313,3,0,3,3.256897201683384,1
5.164086951077821,9.483833249709711,4.392090579668787,9.373490839119857,5.4695029698943305,4,3,0,2.60869334351148,0
9.839409001536378,6.573706240598716,8.503750759021496,10.0,5.732528803239922,1,0,3,3.429409082159245,1
9.195152256055913,10.0,10.0,6.148381200680623,7.106956659895692,2,0,1,3.167324559094093,1
7.120200337792485,10.0,6.6513508768802305,7.6703418726931964,10.0,0,0,3,4.0,1
5.209889444237347,8.323272473430702,6.973557928931363,6.765633194121109,5.4018228403507385,5,1,1,2.084536321179267,0
10.0,10.0,10.0,10.0,6.049888260423306,0,1,3,3.6056748053918297,1
6.494407356698159,9.101296223063965,7.116120292585175,9.228924046427784,10.0,1,0,0,3.6871507870394225,1
7.543705675446169,4.830995201123839,6.286406076208703,10.0,7.5005537051428455,3,1,0,3.64467788650333,1
6.84656839186966,10.0,10.0,8.608623813346329,10.0,2,1,0,3.8373204912705203,1
0.0,1.6468430022190974,0.3694260195641266,0.6235373327854692,2.9769674798700567,2,1,1,1.290143330401004,0
5.871911008399822,9.15094236748085,10.0,8.779699351745899,10.0,1,0,2,3.6568959622154984,1
6.626753557420592,2.3489519744998075,2.3583633263330963,3.9046910262815944,3.1383883957138092,4,2,2,1.0352406160208498,0
2.019429530992845,4.646359619709719,6.475040986660661,2.2342626389574516,4.344869909021103,4,1,0,1.3534974038400238,0
8.398790331888712,7.533983914907202,3.6604625151203156,4.38086406591201,7.735259767983852,2,1,0,2.835560302214489,0
10.0,8.847516686547651,8.123500837984915,7.069107336703988,10.0,1,1,1,4.0,1
5.933475500267624,9.314385310408294,9.73115648050991,7.712203562188871,9.781961154413372,2,3,2,2.9755700225902304,0
5.118854311788877,8.008899556193793,8.481325069465637,9.155815897524288,8.006831999852878,0,0,2,3.1095851322385295,1
0.0,0.0,0.0,0.0,0.0,5,2,5,0.643134751883661,0
10.0,10.0,10.0,10.0,9.885506946386254,3,2,2,3.9490642312238453,0
1.1525263593565804,4.224282066481926,3.5764861447311804,1.5330724781861982,2.6406876383717783,3,2,1,1.7473307006080323,0
4.696081134033493,7.267435638753568,8.769435167197503,10.0,7.649164017290136,3,1,2,2.8294252505759765,0
6.430143979267652,7.993373999266959,10.0,5.811950055689066,6.2458732016215,0,1,3,3.2529609111404225,1
0.38797468337175944,4.423416185303745,3.2444636462892196,2.9590162294270947,5.037387755559255,5,2,4,1.6389272803103268,0
3.8708665812222325,4.268409409797038,2.602835670723942,6.498073959229233,2.6050940612039883,2,2,3,0.8507843348043412,0
6.6794388619969425,7.886045573057294,10.0,7.586178850004782,6.964719148915245,3,0,3,3.6117838115650955,1
8.765385457375821,5.799996132577605,5.021312797301147,7.734960944529767,7.03460986962296,3,0,4,2.5067996448360796,0
7.451234087634289,7.799195205246255,7.667117449456438,6.256702040581724,7.252505104198612,3,0,2,2.929440955299419,1
10.0,10.0,10.0,10.0,10.0,3,0,2,3.7615593229586164,1
10.0,8.334655416757972,7.185476888324921,10.0,8.60666875448394,3,0,1,2.4296951437184253,0
8.521709468221847,7.3453766426678095,7.0520878645031395,3.5031406381698096,3.676308472940699,3,2,4,3.7963194345563998,0
7.178607950591933,4.192073561120305,3.7727560637266175,5.9997985097178805,4.394085596876465,2,3,0,1.8431420205489586,0
4.990975028185234,8.681076003437099,4.103734521880574,7.574651300514083,6.575177423849712,3,3,4,1.910983653594702,0
0.0,0.0,2.234630227188031,0.6305920476785474,2.711384725353697,5,0,3,0.8753223484646907,0
2.8451961449023964,5.933945444358447,6.382375816990454,4.335888861136117,6.991275615324611,4,3,5,2.9313604235180537,0
4.686247882047613,7.38664147318301,5.960158717404288,3.7244454569826604,6.755963034809928,3,0,5,2.5125322739926137,0
9.392607745778294,9.046675785298177,7.5259566099503505,7.263818636419337,10.0,3,1,3,4.0,1
5.550411262601829,4.371621226298629,4.667471773728229,1.8696673269879533,2.172905235360636,4,0,1,1.6343833231346108,0
9.112289122319208,9.162408353743814,6.990609374492298,5.102061198379312,7.41453314744682,4,3,5,2.1303536716501443,0
8.09986831105873,5.349084025417574,6.274051356708274,10.0,5.658959994548334,0,1,3,3.2574127484376927,1
7.4910389942689966,8.560794694105203,5.2296568919947735,9.37090796196605,10.0,0,1,3,3.86851184236551,1
0.07947303751483936,3.620626829590616,3.5495259029659985,0.1360658249994069,4.148065805410662,3,2,5,0.0354765502739981,0
8.84473586178589,8.417084206138084,7.156170625558626,7.626165002138021,7.8908866681761465,1,0,1,4.0,1
10.0,7.0832628502706365,7.503135220572089,6.055282955545948,9.272778858651005,3,0,1,3.8020049540587224,1
3.9376828859305872,2.806265758240306,6.753130472584594,5.041419225782126,4.264397255794906,4,2,4,2.281818592338936,0
6.004751610627839,7.344889463404971,5.782080345180941,8.47854856578824,3.2575729802174695,2,0,2,3.446263389898632,1
10.0,7.850211720650856,9.741097855194473,8.680866200939771,10.0,0,0,0,2.877577223710106,1
7.438720188283154,10.0,10.0,8.883553263364373,10.0,0,0,0,3.47986108060082,1
6.1907544848605,1.4328513003829615,3.52103184476244,2.4115804158450467,4.1330716042634394,3,2,5,1.7285271810810874,0
6.418384774184101,3.7321942251428086,8.675661533944659,5.350897044248314,3.156658303013389,3,0,0,1.9204465105793107,0
5.506406324300355,7.972493465066635,6.472563299170003,5.719658331841186,3.811066283338538,5,2,2,2.115644241969337,0
0.0,1.653280635339435,0.3442268155967039,0.0,0.0,4,3,3,0.24906549207405726,0
0.0,0.0,0.0,0.814972730118019,0.916458700979808,2,2,0,0.0,0
10.0,10.0,10.0,10.0,9.493766259258205,2,1,1,4.0,1
10.0,10.0,9.049377629919253,8.147328237824413,8.769155279357555,0,1,1,2.990262560500128,1
9.859822366559637,10.0,5.071784745114228,8.141508538695083,5.267937640162595,4,3,3,3.6699549624169396,0
0.24427116218717604,0.0,0.0,0.0,1.6777082132656425,3,2,5,0.022099437753866108,0
0.4723943513794495,1.0376206851607161,0.0,0.0,1.7135094416420902,3,3,3,0.09066884786604423,0
10.0,6.130305656537842,7.274370589173667,9.93795961389239,6.430101446176391,0,1,2,4.0,1
6.56661180085324,10.0,6.679577904848852,10.0,10.0,2,2,3,2.945254863731786,0
6.507822399549051,9.919267246590518,7.891849379543611,10.0,6.977308617384531,3,0,2,3.132262140275902,1
